Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,Scroll,user_engagement,SpecialDay,Month,OperatingSystems,Browser,Region,VisitorType,Weekend,Revenue
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,2,2.0,4,Returning_Visitor,True,False
0.0,0.0,,0.0,5,156.0,0.0,1.6,0.0,Feb,1,1.0,9,Returning_Visitor,False,False
4.0,64.6,,0.0,32,1135.444444,0.2857143,0.3809524,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,4,76.0,5.0,4.0,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,4,63.0,0.0,2.0,0.2,Feb,2,6.0,1,Returning_Visitor,False,False
1.0,6.0,,0.0,45,1582.75,4.3478261,2.03285024,0.4,Feb,3,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,2,35.0,0.0,4.0,0.0,Feb,1,1.0,6,Returning_Visitor,False,False
0.0,0.0,,0.0,3,78.0,0.0,2.66666668,0.0,Feb,1,2.0,6,Returning_Visitor,True,False
0.0,0.0,,0.0,8,209.5,0.0,1.0,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,10,183.6666667,4.0,3.2,0.0,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,14,380.5,1.4285714,1.14285716,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,52,2086.242857,1.5384615,0.81410256,0.0,Feb,2,2.0,7,Returning_Visitor,False,False
0.0,0.0,,0.0,8,388.0,2.5,2.25,0.0,Feb,3,2.0,1,Returning_Visitor,True,False
2.0,18.0,,0.0,5,298.0,0.0,1.14285716,0.8,Feb,2,2.0,8,Returning_Visitor,False,False
0.0,0.0,,0.0,7,63.0,2.8571429,2.85714284,0.6,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,9,482.0,0.0,0.88888888,0.0,Feb,2,5.0,1,Returning_Visitor,False,False
1.0,9.0,,0.0,46,4084.393939,0.0,0.07179488,0.0,Feb,2,2.0,8,Returning_Visitor,False,False
0.0,0.0,,0.0,3,22.0,0.0,2.66666668,0.6,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,15,310.1666667,0.0,0.26666668,0.0,Feb,1,1.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,2,34.0,0.0,2.0,0.4,Feb,3,2.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,4,88.0,0.0,2.0,0.0,Feb,4,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,22,622.25,0.3030303,0.24242424,0.2,Feb,2,5.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,14,222.4,1.7142857,2.28571428,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,3,80.0,6.6666667,5.33333332,0.2,Feb,3,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,11,800.8333333,0.0,0.14545456,0.0,Feb,3,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.6,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,1,1.0,3,Returning_Visitor,True,False
0.0,0.0,,0.0,12,265.1666667,1.1111111,1.04444444,0.2,Feb,3,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,2,29.0,0.0,4.0,1.0,Feb,2,4.0,4,Returning_Visitor,True,False
0.0,0.0,,0.0,4,160.0,0.0,3.0,0.0,Feb,4,2.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,4,135.6666667,5.0,1.0,0.4,Feb,3,3.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.2,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.6,Feb,3,2.0,3,Returning_Visitor,False,False
4.0,56.0,,120.0,36,998.7416667,0.0,0.58945868,0.2,Feb,2,2.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,4,104.0,0.0,2.0,0.4,Feb,2,6.0,6,Returning_Visitor,False,False
2.0,16.0,,0.0,16,381.6865079,1.1764706,1.86274508,0.6,Feb,2,4.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,6,169.0,0.0,0.66666668,0.4,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,8,400.8,5.0,4.83333332,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
12.0,279.4166667,,0.0,42,1553.583333,0.9,0.78666668,0.0,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,14,706.5,0.0,0.28571428,0.0,Feb,2,2.0,5,Returning_Visitor,True,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,2,2.0,4,Returning_Visitor,False,False
3.0,87.83333333,,0.0,27,798.3333333,0.0,0.50574712,0.8,Feb,2,2.0,3,Returning_Visitor,False,True
4.0,44.0,,0.0,90,6951.972222,0.2150538,0.60052136,0.0,Feb,4,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.6,Feb,2,2.0,5,Returning_Visitor,False,False
0.0,0.0,,0.0,18,902.0,0.0,0.29629628,0.0,Feb,2,7.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.2,Feb,3,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,2,6.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,20,197.3777778,2.5,2.1,0.0,Feb,2,6.0,6,Returning_Visitor,False,False
0.0,0.0,,0.0,2,43.0,0.0,4.0,0.4,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,8,426.6666667,0.0,0.5,0.0,Feb,2,4.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,3,135.0,0.0,2.66666668,0.0,Feb,2,4.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,16,588.3333333,0.0,1.0,0.0,Feb,2,4.0,1,Returning_Visitor,False,False
10.0,830.5870409259969,,0.0,36,2111.341667,0.4347826,0.57971016,0.0,Feb,2,6.0,1,Returning_Visitor,False,True
0.0,0.0,,0.0,2,76.0,0.0,2.0,0.6,Feb,3,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,1.0,Feb,1,1.0,1,Returning_Visitor,True,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.4,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,7,208.0,0.0,1.14285716,0.0,Feb,4,1.0,1,Returning_Visitor,True,False
0.0,0.0,,0.0,4,270.0,0.0,0.66666668,0.8,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,6,39.5,0.0,0.8,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,12,375.0,1.6666667,2.33333332,0.0,Feb,3,2.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.8,Feb,2,2.0,2,Returning_Visitor,True,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,7,150.0,5.7142857,3.42857144,0.0,Feb,2,2.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,3,138.0,0.0,2.66666668,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,7,337.5,2.8571429,0.95238096,0.4,Feb,4,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,19,620.0333333,0.0,0.31578948,0.0,Feb,1,1.0,4,Returning_Visitor,False,False
2.0,36.0,,0.0,15,168.8461538,0.0,0.47058824,0.4,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,1,1.0,1,Returning_Visitor,True,False
0.0,0.0,,0.0,2,52.0,0.0,4.0,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,13,649.25,0.0,0.6153846,0.0,Feb,2,2.0,1,New_Visitor,False,False
0.0,0.0,,0.0,27,925.3333333,0.3703704,1.03703704,0.6,Feb,4,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,2,33.0,0.0,4.0,0.2,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,6,1566.5,5.0,2.66666668,0.2,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,4,105.0,0.0,1.0,0.6,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,7,50.0,3.8095238,3.23809524,0.6,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,16,644.2,0.4166667,1.26666668,0.0,Feb,3,2.0,3,Returning_Visitor,False,False
3.0,18.33333333,,0.0,38,2635.177778,0.0,0.35789472,0.4,Feb,2,4.0,1,Returning_Visitor,False,False
4.0,61.0,,0.0,19,607.0,0.0,1.07936508,1.0,Feb,1,1.0,7,Returning_Visitor,True,True
0.0,0.0,,0.0,6,415.0,0.0,1.33333332,0.4,Feb,1,1.0,3,Returning_Visitor,False,False
2.0,31.0,,16.0,36,2083.530952,0.0,0.54041,0.8,Feb,2,2.0,4,Returning_Visitor,False,False
3.0,58.5,,0.0,17,281.6666667,0.7058824,0.70588236,0.0,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,2,27.0,15.0,6.0,0.0,Feb,1,1.0,7,Returning_Visitor,False,False
0.0,0.0,,0.0,9,215.0,4.4444444,2.96296296,0.8,Feb,4,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,12,162.0,5.0,2.66666668,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,2,114.0,5.0,2.66666668,0.8,Feb,3,3.0,1,Returning_Visitor,False,False
6.0,326.25,,94.0,128,5062.213753,0.0854701,0.7167388,0.0,Feb,2,5.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,4,253.0,0.0,0.66666668,0.6,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,4,0.0,20.0,8.0,0.4,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.8,Feb,1,1.0,2,Returning_Visitor,False,False
2.0,22.0,,0.0,25,436.5,0.8,0.96,0.2,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,93.0,30,1045.833333,1.2903226,1.41935484,0.2,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,12,317.8333333,0.0,0.22222224,0.0,Feb,1,1.0,1,Returning_Visitor,True,False
0.0,0.0,,0.0,21,1146.333333,0.0,0.51851852,0.8,Feb,3,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,11,577.0,1.8181818,1.09090908,0.2,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,8,95.0,0.0,3.0,0.0,Feb,4,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,6,301.5,0.0,4.44444444,0.0,Feb,2,4.0,9,Returning_Visitor,False,False
0.0,0.0,,0.0,6,243.0,0.0,1.33333332,0.0,Feb,2,4.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,4,135.5,0.0,2.0,0.6,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,75.0,14,442.3333333,0.0,1.375,0.8,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,3,41.0,0.0,2.66666668,0.0,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,11,292.9,2.8,4.7809524,0.0,Feb,2,4.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,9,1238.333333,0.0,1.62962964,0.4,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,10,225.4666667,0.0,2.0,0.4,Feb,1,1.0,8,Returning_Visitor,False,False
4.0,462.0,,0.0,51,1873.216667,0.0,0.3018868,0.6,Feb,2,2.0,9,Returning_Visitor,False,False
0.0,0.0,,0.0,3,13.0,13.3333333,6.66666668,0.0,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,2,222.0,0.0,4.0,0.0,Feb,2,6.0,1,Returning_Visitor,True,False
2.0,20.0,,0.0,16,214.8333333,0.0,0.88888888,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,3,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,6,2017.166667,0.0,0.44444444,0.8,Feb,2,2.0,4,Returning_Visitor,False,False
6.0,111.5,,0.0,26,449.0277778,0.0,0.74074076,0.6,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,6,158.1666667,0.0,1.33333332,0.0,Feb,3,2.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,9,303.6666667,0.5555556,1.85185184,0.0,Feb,2,4.0,5,Returning_Visitor,False,False
0.0,0.0,,0.0,3,25.0,0.0,2.66666668,0.0,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,2,42.0,5.0,6.0,0.4,Feb,2,2.0,1,Returning_Visitor,False,False
4.0,103.625,,0.0,14,1003.416667,0.0,0.72156864,0.2,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,2,2.0,7,Returning_Visitor,False,False
0.0,0.0,,0.0,9,272.5,0.0,0.47407408,0.2,Feb,1,1.0,6,Returning_Visitor,False,False
3.0,19.0,,0.0,8,344.0,0.0,0.29629628,0.0,Feb,2,4.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,2,2.0,2,Returning_Visitor,False,False
0.0,0.0,,19.0,10,852.0,0.0,0.36363636,0.0,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,3,780.0,6.6666667,2.66666668,0.4,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,3,1038.0,0.0,1.33333332,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,4,573.0,0.0,2.0,0.0,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,28,1231.233333,0.7142857,1.21428572,0.0,Feb,1,1.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,11,316.6666667,0.0,1.09090908,0.8,Feb,2,2.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,20,873.7365079,0.75,1.12666668,0.0,Feb,1,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.4,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,4,16.0,10.0,6.0,0.0,Feb,2,5.0,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19,615.0,0.0,1.05263156,0.2,Feb,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,9,261.75,0.0,1.06666668,0.0,Feb,2,6.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,21,615.8831169,3.3333333,1.9972324,0.0,Feb,3,2.0,2,Returning_Visitor,True,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,3,3.0,3,Returning_Visitor,True,False
0.0,0.0,,0.0,6,117.5,0.0,1.33333332,0.8,Feb,1,1.0,1,Returning_Visitor,True,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,3,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,23,501.6666667,0.8695652,0.7536232,0.6,Feb,1,1.0,4,Returning_Visitor,False,False
2.0,58.0,,22.0,31,829.1666667,3.030303,1.62424244,0.0,Feb,1,1.0,1,Returning_Visitor,True,False
1.0,9.5,,0.0,23,1223.0,1.5217391,0.49855072,0.0,Feb,1,1.0,1,Returning_Visitor,True,False
0.0,0.0,,0.0,6,467.0,0.0,0.66666668,0.4,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,23,737.1666667,0.8695652,0.46376812,0.6,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,12,129.0,0.0,1.33333332,0.0,Feb,1,1.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,5,63.0,0.0,1.6,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,5,125.0,8.6666667,6.66666668,0.0,Feb,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,11,684.3333333,1.8181818,2.54545456,0.0,Feb,2,4.0,6,Returning_Visitor,False,False
0.0,0.0,,0.0,20,665.4722222,0.0,0.58,0.8,Feb,3,2.0,7,Returning_Visitor,True,False
1.0,0.0,,0.0,15,487.5,0.0,0.76666668,0.8,Feb,1,1.0,2,Returning_Visitor,True,False
0.0,0.0,,0.0,17,437.1666667,1.1111111,1.33333332,0.0,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,3,55.0,6.6666667,4.0,0.6,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.8,Feb,1,1.0,1,Returning_Visitor,True,False
5.0,41.3,,0.0,24,446.9277778,0.0,0.34408604,1.0,Feb,2,2.0,8,Returning_Visitor,True,False
3.0,87.0,,0.0,10,320.5,0.0,0.6153846,0.0,Feb,1,1.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,7,666.0,0.0,0.57142856,0.0,Feb,1,1.0,6,Returning_Visitor,False,False
1.0,0.0,,0.0,21,405.7095238,1.0743802,1.8801054,0.0,Feb,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,3,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,6,163.25,3.3333333,1.33333332,0.6,Feb,1,1.0,6,Returning_Visitor,False,False
0.0,0.0,,0.0,17,284.25,0.0,0.47058824,0.0,Feb,3,2.0,6,Returning_Visitor,True,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.6,Feb,4,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,1,0.0,20.0,8.0,0.0,Feb,2,4.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,8,260.0,0.8333333,1.0,0.8,Feb,3,2.0,1,Returning_Visitor,True,False
0.0,0.0,,716.3899999999921,5,279.8571429,0.3174603,0.51056808,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,20,927.45,1.1111111,1.08994708,0.0,Mar,1,1.0,3,Returning_Visitor,False,False
2.0,9.0,,0.0,50,836.8,0.0,0.25359476,0.0,Mar,2,2.0,3,Returning_Visitor,False,False
10.0,293.7782051,,153.0,96,3283.166739,0.1960784,0.54037656,0.0,Mar,3,2.0,6,Returning_Visitor,True,False
9.0,111.5,,48.5,49,1868.819697,0.0,0.82835496,0.0,Mar,2,2.0,7,Returning_Visitor,False,True
3.0,47.0,,51.0,68,3008.124108,0.7142857,0.66911564,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,2,0.0,20.0,8.0,0.0,Mar,1,1.0,1,Returning_Visitor,False,False
3.0,830.5870409259969,,3.0,24,3230.25,3.6190476,3.84,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
3.0,52.0,,0.0,9,319.0,0.0,0.8,0.0,Mar,1,1.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,3,42.0,0.0,2.66666668,0.0,Mar,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,22,354.3333333,0.9090909,2.30649352,0.0,Mar,1,1.0,7,Returning_Visitor,True,False
0.0,0.0,,0.0,98,3556.61241,0.2061856,0.4069386,0.0,Mar,1,1.0,1,Returning_Visitor,False,False
2.0,56.0,,144.0,67,2563.783333,0.0,0.23188404,0.0,Mar,2,2.0,4,New_Visitor,False,True
3.0,112.9607843,,0.0,13,3014.018519,1.3068182,2.45625,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,17,840.2333333,0.0,0.06666668,0.0,Mar,2,2.0,9,New_Visitor,False,True
3.0,94.0,,125.0,55,1970.844805,0.0,0.06896552,0.0,Mar,2,4.0,1,New_Visitor,True,True
1.0,32.0,,0.0,50,2867.0,0.0,0.16,0.0,Mar,2,2.0,7,Returning_Visitor,True,True
0.0,0.0,,0.0,5,43.0,0.0,1.6,0.0,Mar,1,1.0,1,Returning_Visitor,True,False
5.0,218.0,,0.0,13,284.5,0.0,0.16666668,0.0,Mar,1,1.0,1,New_Visitor,False,False
0.0,0.0,,0.0,3,133.5,0.0,3.55555556,0.0,Mar,1,2.0,1,Returning_Visitor,False,False
1.0,119.0,,0.0,12,297.6666667,0.0,0.33333332,0.0,Mar,3,2.0,1,Returning_Visitor,False,False
3.0,281.0,,0.0,16,453.75,0.0,0.21052632,0.0,Mar,2,2.0,5,New_Visitor,False,False
1.0,18.0,,0.0,16,1331.75,0.0,0.5,0.0,Mar,2,5.0,2,New_Visitor,False,True
2.0,40.0,0.0,0.0,5,558.5,0.0,1.14285716,0.0,Mar,2,2.0,7,New_Visitor,True,False
3.0,107.0,,0.0,4,145.8333333,0.0,0.66666668,0.0,Mar,3,2.0,7,New_Visitor,False,False
0.0,0.0,,0.0,8,731.0,0.0,1.75,0.0,Mar,2,4.0,1,Returning_Visitor,False,False
2.0,49.0,,127.0,4,188.0,3.3333333,1.5,0.0,Mar,3,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,14,565.3333333,3.7619048,1.9809524,0.0,Mar,2,6.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,2,50.0,0.0,2.0,0.0,Mar,3,2.0,8,Returning_Visitor,False,False
4.0,57.0,,0.0,7,591.0,0.6666667,1.33333332,0.0,Mar,1,2.0,6,Returning_Visitor,True,False
2.0,2.0,,261.0,10,281.0,0.0,1.71428572,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
2.0,123.0,,306.3333333,18,483.8333333,0.0,0.8,0.0,Mar,2,2.0,4,Returning_Visitor,False,False
2.0,118.0,,0.0,4,42.0,0.0,2.66666668,0.0,Mar,1,2.0,7,Returning_Visitor,False,False
0.0,0.0,,0.0,35,1192.386111,0.5714286,1.14285716,0.0,Mar,2,4.0,2,Returning_Visitor,False,False
0.0,0.0,,0.0,12,198.0,1.6666667,3.0,0.0,Mar,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,3,15.0,0.0,2.66666668,0.0,Mar,2,4.0,3,Returning_Visitor,False,False
2.0,38.0,,0.0,14,643.0,0.0,0.53333332,0.0,Mar,2,2.0,5,Returning_Visitor,False,True
0.0,0.0,,0.0,5,23.0,8.0,4.8,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,4,14.0,10.0,6.0,0.0,Mar,3,2.0,1,Returning_Visitor,False,False
1.0,54.0,,0.0,6,210.5,0.0,0.8,0.0,Mar,2,2.0,1,New_Visitor,False,False
1.0,830.5870409259969,,0.0,28,1529.30467,0.1481481,0.36601308,0.0,Mar,3,2.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,2,19.0,0.0,4.0,0.0,Mar,2,2.0,3,Returning_Visitor,True,False
5.0,74.25,,84.0,37,1599.083333,0.0,0.26315788,0.0,Mar,2,2.0,4,Returning_Visitor,False,False
0.0,0.0,,0.0,9,102.5,0.0,0.88888888,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
0.0,0.0,,0.0,16,2337.0,0.0,0.53333332,0.0,Mar,2,2.0,1,Returning_Visitor,False,True
0.0,0.0,,0.0,19,1883.5,1.0526316,0.84210528,0.0,Mar,2,2.0,1,Returning_Visitor,False,False
2.0,32.0,,0.0,50,1245.3,0.4,0.82666668,0.0,Mar,2,2.0,7,Returning_Visitor,True,False
6.0,666.8333333,0.0,0.0,22,1674.583333,0.0,0.58666668,0.0,Mar,2,2.0,3,Returning_Visitor,False,False
0.0,0.0,,0.0,9,132.0,1.1111111,1.33333332,0.0,Mar,4,1.0,1,Returning_Visitor,True,False
1.0,73.0,,716.3899999999921,50,1434.255128,0.0,0.76923076,0.0,Mar,2,2.0,3,Returning_Visitor,True,False
2.0,154.0,,0.0,18,367.25,0.5263158,1.76842104,0.0,Mar,3,2.0,2,Returning_Visitor,True,False
3.0,49.33333333,,303.25,7,148.5,0.0,0.56326532,0.0,Mar,3,2.0,2,Returning_Visitor,False,False
