Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,Scroll,user_engagement,SpecialDay,Month,OperatingSystems,Browser,Region,VisitorType,Weekend,Revenue
-0.09494401341728259,-0.3553652859894428,,-0.24493050612963665,-0.6010623836700413,-0.4686194172990289,-0.45768299649364924,-0.29841541578842123,3.713114137993839,Feb,-0.1360782821758221,-0.20796952431150065,2.020673862776617,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5560919851515287,-0.5914251349178887,0.13158441100622348,0.5835173214145809,2.7076302620914374,Feb,-0.1360782821758221,-0.20796952431150065,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5111215866330161,-0.3724651532910705,-0.45768299649364924,-0.42907213360171964,-0.3088213656157659,Feb,-0.1360782821758221,1.5389177995895988,-0.8941784945554541,Returning_Visitor,False,False
-0.3959705174961583,-0.40627834418104786,,-0.24493050612963665,0.320830785959466,1.5100649438354252,-0.45768299649364924,-0.8494349449927299,-0.3088213656157659,Feb,-0.1360782821758221,-0.20796952431150065,2.020673862776617,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6460327821885538,-0.6128508133109665,-0.45768299649364924,0.48552480877764587,2.7076302620914374,Feb,-1.2334263653856892,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.3762103910774785,-0.4622613907665907,-0.45768299649364924,-0.7491810480006744,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,0.3550439443011479,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.6065798830495779,-0.45768299649364924,0.14255095281307992,1.7021463861890365,Feb,0.9612698010340449,-0.20796952431150065,-0.47777101493658675,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.5783606968733292,-0.45768299649364924,0.14255095281307992,-0.3088213656157659,Feb,2.058617884243912,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.21881399626268455,-0.2991736558610913,-0.39518493968490204,-0.7616528324384231,0.6966625102866353,Feb,-0.1360782821758221,1.5389177995895988,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.39869559033673474,-0.508126277945777,-0.10412256024346918,0.28953974234691365,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6460327821885538,-0.5825413170475883,0.9172742739231478,1.8574201914790478,0.6966625102866353,Feb,0.9612698010340449,-0.20796952431150065,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.46615118811450357,-0.20585002011354003,-0.45768299649364924,-0.8115399290325562,-0.3088213656157659,Feb,0.9612698010340449,-0.20796952431150065,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,2.7076302620914374,Feb,-0.1360782821758221,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.44366598885524733,-0.48577737924679787,-0.22852345486157621,-0.34904489985737325,0.6966625102866353,Feb,0.9612698010340449,-0.20796952431150065,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.6091927706584898,-0.45768299649364924,1.1714725001283468,4.71859801389624,Feb,-0.1360782821758221,0.956622024955899,0.3550439443011479,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.5407351153049976,-0.45768299649364924,0.6570117264707134,-0.3088213656157659,Feb,2.058617884243912,-0.20796952431150065,-0.47777101493658675,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.5534511683176164,0.5735349511628588,-0.3719098208445535,1.7021463861890365,Feb,0.9612698010340449,0.3743262503221992,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,0.6966625102866353,Feb,-0.1360782821758221,0.956622024955899,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,2.7076302620914374,Feb,0.9612698010340449,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
0.5071089947404688,-0.14039904029155473,,0.6076838317873476,0.09597879336690328,-0.10242757370528653,-0.45768299649364924,-0.5831172259501796,0.6966625102866353,Feb,-0.1360782821758221,-0.20796952431150065,0.3550439443011479,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.5699994565248111,-0.45768299649364924,0.14255095281307992,1.7021463861890365,Feb,-0.1360782821758221,2.1212135742232987,1.1878589035388825,Returning_Visitor,False,False
-0.09494401341728259,-0.36667929892091056,,-0.24493050612963665,-0.3537251918182222,-0.4248867293940251,-0.2150434769716051,0.07193868048156336,2.7076302620914374,Feb,-0.1360782821758221,0.956622024955899,-0.47777101493658675,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.578577184410785,-0.5360319176089562,-0.45768299649364924,-0.5433967385376209,1.7021463861890365,Feb,-1.2334263653856892,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5336067858922724,-0.4148984480598,0.5735349511628588,1.6001898046502312,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
2.9153210273714745,1.1234704877830601,,-0.24493050612963665,0.23088998892244092,0.1875202092513752,-0.2720637659154778,-0.481661445698705,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.39869559033673474,-0.25514649965092556,-0.45768299649364924,-0.7393818049683532,-0.3088213656157659,Feb,-0.1360782821758221,-0.20796952431150065,0.7714514239200152,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,-0.3088213656157659,Feb,-0.1360782821758221,-0.20796952431150065,0.3550439443011479,Returning_Visitor,False,False
0.20608249066159312,0.03968233218211762,,-0.24493050612963665,-0.10638799996640319,-0.207156463917996,-0.45768299649364924,-0.6261835398718669,3.713114137993839,Feb,-0.1360782821758221,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,True
0.5071089947404688,-0.20828311788036147,,-0.24493050612963665,1.3101795533667422,3.008596896482545,-0.4133295288393026,-0.5774259110386527,-0.3088213656157659,Feb,2.058617884243912,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,2.7076302620914374,Feb,-0.1360782821758221,-0.20796952431150065,0.7714514239200152,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.3087547932997097,-0.15298259414246979,-0.45768299649364924,-0.7339377810615082,-0.3088213656157659,Feb,-0.1360782821758221,2.7035093488569983,-0.47777101493658675,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,0.6966625102866353,Feb,0.9612698010340449,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,-0.3088213656157659,Feb,-0.1360782821758221,2.1212135742232987,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.26378439478119714,-0.5212023288125411,0.05792597733460479,0.19399703017884332,-0.3088213656157659,Feb,-0.1360782821758221,2.1212135742232987,1.1878589035388825,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.6018766853535364,-0.45768299649364924,1.1714725001283468,1.7021463861890365,Feb,-0.1360782821758221,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5336067858922724,-0.40138110947894307,-0.45768299649364924,-0.6291402076733702,-0.3088213656157659,Feb,-0.1360782821758221,0.956622024955899,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6460327821885538,-0.5537995533495572,-0.45768299649364924,0.48552480877764587,-0.3088213656157659,Feb,-0.1360782821758221,0.956622024955899,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.3537251918182222,-0.3168977434922963,-0.45768299649364924,-0.3719098208445535,-0.3088213656157659,Feb,-0.1360782821758221,0.956622024955899,-0.8941784945554541,Returning_Visitor,False,False
2.313268019213723,5.231871435219404,,-0.24493050612963665,0.09597879336690328,0.47899217718656567,-0.3680118724038971,-0.5881324570913965,-0.3088213656157659,Feb,-0.1360782821758221,2.1212135742232987,-0.8941784945554541,Returning_Visitor,False,True
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.5846316271347178,-0.45768299649364924,0.14255095281307992,2.7076302620914374,Feb,0.9612698010340449,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,4.71859801389624,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,1.7021463861890365,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5560919851515287,-0.5156513942594433,-0.45768299649364924,-0.29841541578842123,-0.3088213656157659,Feb,2.058617884243912,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.4832515879089356,-0.45768299649364924,-0.5433967385376209,3.713114137993839,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.578577184410785,-0.6037057066797747,-0.45768299649364924,-0.47480197557608017,-0.3088213656157659,Feb,-0.1360782821758221,-0.20796952431150065,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.44366598885524733,-0.4283809481217854,-0.11394367373336024,0.3140378705061474,-0.3088213656157659,Feb,0.9612698010340449,-0.20796952431150065,0.3550439443011479,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,3.713114137993839,Feb,-0.1360782821758221,-0.20796952431150065,-0.47777101493658675,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5560919851515287,-0.5459608905228215,0.7208517978817371,0.8774949210606793,-0.3088213656157659,Feb,-0.1360782821758221,-0.20796952431150065,-0.47777101493658675,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6460327821885538,-0.5522318207842101,-0.45768299649364924,0.48552480877764587,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5560919851515287,-0.4479776051886248,0.13158441100622348,-0.3964079490037873,1.7021463861890365,Feb,2.058617884243912,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.2862695940404534,-0.30033203605179487,-0.45768299649364924,-0.7239092943084451,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,0.3550439443011479,Returning_Visitor,False,False
-0.09494401341728259,-0.25353916960623263,,-0.24493050612963665,-0.3762103910774785,-0.5361123141748879,-0.45768299649364924,-0.6442714044776028,1.7021463861890365,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.2293155947588805,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,True,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.597173487657495,-0.45768299649364924,1.1714725001283468,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.42118078959599103,-0.285064062772967,-0.45768299649364924,-0.5697793570891936,-0.3088213656157659,Feb,-0.1360782821758221,-0.20796952431150065,-0.8941784945554541,New_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.10638799996640319,-0.1407891186516334,-0.3812964757415052,-0.3528557165921648,2.7076302620914374,Feb,2.058617884243912,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.6071024605713603,-0.45768299649364924,1.1714725001283468,0.6966625102866353,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.578577184410785,0.19427016908192346,0.5735349511628588,0.48552480877764587,0.6966625102866353,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.5694768790030287,-0.45768299649364924,-0.3719098208445535,2.7076302620914374,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5560919851515287,-0.5982186427010597,0.3280068664232751,0.7795023878453131,2.7076302620914374,Feb,-0.1360782821758221,0.956622024955899,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.3537251918182222,-0.287703079257968,-0.3717481606474873,-0.23472027434304096,-0.3088213656157659,Feb,0.9612698010340449,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
0.20608249066159312,-0.35347961718638815,,-0.24493050612963665,0.14094919188541583,0.7527371538930668,-0.45768299649364924,-0.7022477999630048,1.7021463861890365,Feb,-0.1360782821758221,0.956622024955899,-0.8941784945554541,Returning_Visitor,False,False
0.5071089947404688,-0.11211400796288525,,-0.24493050612963665,-0.2862695940404534,-0.30714296306827266,-0.45768299649364924,-0.3310796003863535,4.71859801389624,Feb,-1.2334263653856892,-0.7902652989452005,1.6042663831577497,Returning_Visitor,True,True
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.578577184410785,-0.40747784725049013,-0.45768299649364924,-0.20042290315148603,1.7021463861890365,Feb,-1.2334263653856892,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.09494401341728259,-0.2818242019349021,,-0.13124859440737208,0.09597879336690328,0.46445892266286953,-0.45768299649364924,-0.6083508478098653,3.713114137993839,Feb,-0.1360782821758221,-0.20796952431150065,0.3550439443011479,Returning_Visitor,False,False
0.20608249066159312,-0.12625652412722,,-0.24493050612963665,-0.3312399925589659,-0.47715485013738856,-0.31209927653067915,-0.5232218094653108,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.06136353531771945,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.6102379257020546,2.6359708464758747,2.2003940474436137,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,1.6042663831577497,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.5111215866330161,-0.5119933516069666,0.45895517003464287,0.6379576222183246,3.713114137993839,Feb,2.058617884243912,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.44366598885524733,-0.5396899602614329,0.5735349511628588,0.48552480877764587,-0.3088213656157659,Feb,-1.2334263653856892,-0.7902652989452005,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.66851798144781,-0.5647736813069872,0.5735349511628588,0.48552480877764587,3.713114137993839,Feb,0.9612698010340449,0.3743262503221992,-0.8941784945554541,Returning_Visitor,False,False
1.1091620028982203,1.3884069570730306,,0.42295072523866767,2.1646171252184807,2.021051598985255,-0.44005533627204996,-0.5176365969437432,-0.3088213656157659,Feb,-0.1360782821758221,1.5389177995895988,-0.8941784945554541,Returning_Visitor,False,False
-0.696997021575034,-0.4571914023726529,,-0.24493050612963665,-0.6235475829292975,-0.4921354057792361,-0.45768299649364924,-0.5433967385376209,2.7076302620914374,Feb,-0.1360782821758221,-0.20796952431150065,-0.06136353531771945,Returning_Visitor,False,False
